id,station_name,date,state,elevation_ft,latitude,longitude,air_temp_obs_c,air_temp_avg_c,reservoir_volume_dam3,precipitation_mm,snow_depth_cm,snow_density_pct,snow_water_equiv_mm,snow_rain_ratio,station_type
4848,Diamond Crossing,2014-06-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4849,Diamond Crossing,2014-07-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4850,Diamond Crossing,2014-08-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4851,Diamond Crossing,2014-09-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4852,Diamond Crossing,2014-10-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4853,Diamond Crossing,2014-11-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4854,Diamond Crossing,2014-12-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4855,Diamond Crossing,2015-01-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4856,Diamond Crossing,2015-02-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,25.0,,precip
4857,Diamond Crossing,2015-03-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,0.0,,precip
4858,Diamond Crossing,2015-04-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,0.0,,precip
4859,Diamond Crossing,2015-05-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,13.0,,precip
4860,Diamond Crossing,2015-06-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4861,Diamond Crossing,2015-07-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4862,Diamond Crossing,2015-08-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4863,Diamond Crossing,2015-09-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4864,Diamond Crossing,2015-10-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4865,Diamond Crossing,2015-11-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4866,Diamond Crossing,2015-12-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4867,Diamond Crossing,2016-01-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4868,Diamond Crossing,2016-02-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,406.0,,precip
4869,Diamond Crossing,2016-03-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,330.0,,precip
4870,Diamond Crossing,2016-04-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,254.0,,precip
4871,Diamond Crossing,2016-05-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,51.0,,precip
4872,Diamond Crossing,2016-06-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4873,Diamond Crossing,2016-07-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4874,Diamond Crossing,2016-08-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4875,Diamond Crossing,2016-09-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4876,Diamond Crossing,2016-10-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4877,Diamond Crossing,2016-11-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4878,Diamond Crossing,2016-12-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4879,Diamond Crossing,2017-01-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4880,Diamond Crossing,2017-02-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,483.0,,precip
4881,Diamond Crossing,2017-03-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,711.0,,precip
4882,Diamond Crossing,2017-04-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,610.0,,precip
4883,Diamond Crossing,2017-05-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,229.0,,precip
4884,Diamond Crossing,2017-06-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4885,Diamond Crossing,2017-07-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4886,Diamond Crossing,2017-08-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4887,Diamond Crossing,2017-09-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4888,Diamond Crossing,2017-10-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4889,Diamond Crossing,2017-11-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4890,Diamond Crossing,2017-12-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4891,Diamond Crossing,2018-01-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4892,Diamond Crossing,2018-02-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,76.0,,precip
4893,Diamond Crossing,2018-03-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,38.0,,precip
4894,Diamond Crossing,2018-04-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,330.0,,precip
4895,Diamond Crossing,2018-05-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,25.0,,precip
4896,Diamond Crossing,2018-06-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4897,Diamond Crossing,2018-07-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4898,Diamond Crossing,2018-08-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4899,Diamond Crossing,2018-09-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4900,Diamond Crossing,2018-10-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4901,Diamond Crossing,2018-11-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4902,Diamond Crossing,2018-12-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4903,Diamond Crossing,2019-01-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,,,precip
4904,Diamond Crossing,2019-02-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,394.0,,precip
4905,Diamond Crossing,2019-03-01 00:00:00+00:00,CA,6050,39.112,-120.283,,,,,,,927.0,,precip
4906,Dismal Swamp,2014-04-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-4.5,2.4,,635.0,150.0,25.9,389.0,130.0,precip
4907,Dismal Swamp,2014-05-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,3.9,5.9,,704.0,97.0,39.2,378.0,33.0,precip
4908,Dismal Swamp,2014-06-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,3.4,10.0,,749.0,0.0,,0.0,0.0,precip
4909,Dismal Swamp,2014-07-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,8.7,16.1,,792.0,0.0,,0.0,0.0,precip
4910,Dismal Swamp,2014-08-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,11.9,13.0,,808.0,0.0,,0.0,0.0,precip
4911,Dismal Swamp,2014-09-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,5.0,10.9,,843.0,0.0,,0.0,0.0,precip
4912,Dismal Swamp,2014-10-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,1.8,6.2,,0.0,0.0,,0.0,13.0,precip
4913,Dismal Swamp,2014-11-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,1.0,0.6,,114.0,0.0,,3.0,94.0,precip
4914,Dismal Swamp,2014-12-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-1.1,-2.0,,234.0,33.0,30.0,99.0,81.0,precip
4915,Dismal Swamp,2015-01-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-13.7,0.4,,472.0,102.0,27.2,277.0,132.0,precip
4916,Dismal Swamp,2015-02-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-1.0,1.1,,528.0,86.0,35.9,310.0,69.0,precip
4917,Dismal Swamp,2015-03-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-7.2,2.5,,610.0,91.0,38.9,356.0,77.0,precip
4918,Dismal Swamp,2015-04-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-7.4,1.8,,688.0,69.0,40.7,279.0,104.0,precip
4919,Dismal Swamp,2015-05-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.7,5.9,,752.0,30.0,38.3,117.0,21.0,precip
4920,Dismal Swamp,2015-06-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,8.2,13.3,,851.0,0.0,,0.0,0.0,precip
4921,Dismal Swamp,2015-07-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,14.6,13.4,,869.0,0.0,,0.0,0.0,precip
4922,Dismal Swamp,2015-08-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,13.4,14.2,,925.0,0.0,,0.0,0.0,precip
4923,Dismal Swamp,2015-09-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,7.9,10.0,,935.0,0.0,,0.0,0.0,precip
4924,Dismal Swamp,2015-10-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,7.9,7.6,,0.0,0.0,,0.0,0.0,precip
4925,Dismal Swamp,2015-11-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,5.6,-2.5,,38.0,0.0,,0.0,75.0,precip
4926,Dismal Swamp,2015-12-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-2.5,-4.3,,150.0,33.0,22.3,74.0,98.0,precip
4927,Dismal Swamp,2016-01-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-16.7,-3.5,,503.0,140.0,29.3,409.0,106.0,precip
4928,Dismal Swamp,2016-02-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-10.0,0.4,,765.0,206.0,33.3,686.0,104.0,precip
4929,Dismal Swamp,2016-03-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,1.7,-0.3,,828.0,175.0,41.7,732.0,87.0,precip
4930,Dismal Swamp,2016-04-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.7,3.5,,1069.0,221.0,41.6,919.0,37.0,precip
4931,Dismal Swamp,2016-05-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.6,5.2,,1166.0,175.0,42.2,739.0,68.0,precip
4932,Dismal Swamp,2016-06-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,6.1,10.3,,1334.0,84.0,36.7,307.0,0.0,precip
4933,Dismal Swamp,2016-07-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,10.4,13.5,,1361.0,0.0,,0.0,0.0,precip
4934,Dismal Swamp,2016-08-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,9.4,14.3,,1369.0,0.0,,0.0,0.0,precip
4935,Dismal Swamp,2016-09-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,6.5,9.2,,1374.0,0.0,,0.0,0.0,precip
4936,Dismal Swamp,2016-10-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,3.8,3.7,,0.0,0.0,,0.0,41.0,precip
4937,Dismal Swamp,2016-11-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-1.2,1.3,,208.0,8.0,33.3,25.0,91.0,precip
4938,Dismal Swamp,2016-12-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-11.1,-5.2,,318.0,46.0,20.6,94.0,101.0,precip
4939,Dismal Swamp,2017-01-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-6.4,-5.0,,488.0,94.0,27.8,262.0,100.0,precip
4940,Dismal Swamp,2017-02-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-3.4,-2.5,,818.0,183.0,32.1,587.0,123.0,precip
4941,Dismal Swamp,2017-03-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-9.9,0.3,,1133.0,272.0,35.0,952.0,143.0,precip
4942,Dismal Swamp,2017-04-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-4.4,0.5,,1379.0,254.0,45.8,1163.0,95.0,precip
4943,Dismal Swamp,2017-05-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-0.3,5.7,,1590.0,267.0,48.5,1293.0,77.0,precip
4944,Dismal Swamp,2017-06-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,5.1,9.9,,1646.0,147.0,33.1,488.0,87.0,precip
4945,Dismal Swamp,2017-07-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,11.1,15.9,,1684.0,0.0,,0.0,0.0,precip
4946,Dismal Swamp,2017-08-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,16.4,15.2,,1692.0,0.0,,0.0,0.0,precip
4947,Dismal Swamp,2017-09-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,10.1,9.4,,1709.0,0.0,,0.0,35.0,precip
4948,Dismal Swamp,2017-10-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.5,3.9,,0.0,0.0,,0.0,85.0,precip
4949,Dismal Swamp,2017-11-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,3.6,0.3,,51.0,0.0,,0.0,84.0,precip
4950,Dismal Swamp,2017-12-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-1.9,-0.7,,244.0,25.0,50.0,127.0,136.0,precip
4951,Dismal Swamp,2018-01-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.5,-0.2,,300.0,48.0,36.8,178.0,123.0,precip
4952,Dismal Swamp,2018-02-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-0.7,-4.3,,432.0,86.0,37.9,328.0,145.0,precip
4953,Dismal Swamp,2018-03-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-4.0,-2.0,,488.0,119.0,30.9,368.0,120.0,precip
4954,Dismal Swamp,2018-04-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-0.6,1.8,,691.0,142.0,40.4,574.0,94.0,precip
4955,Dismal Swamp,2018-05-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-2.0,6.5,,869.0,127.0,43.2,549.0,6.0,precip
4956,Dismal Swamp,2018-06-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-0.4,10.0,,955.0,0.0,,0.0,0.0,precip
4957,Dismal Swamp,2018-07-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,8.1,15.6,,983.0,0.0,,0.0,0.0,precip
4958,Dismal Swamp,2018-08-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,14.0,14.1,,1008.0,0.0,,0.0,0.0,precip
4959,Dismal Swamp,2018-09-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,5.6,9.9,,1016.0,0.0,,0.0,0.0,precip
4960,Dismal Swamp,2018-10-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,6.3,4.3,,0.0,0.0,,0.0,0.0,precip
4961,Dismal Swamp,2018-11-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,3.5,0.7,,64.0,0.0,,0.0,98.0,precip
4962,Dismal Swamp,2018-12-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-4.1,-3.5,,183.0,46.0,24.4,112.0,107.0,precip
4963,Dismal Swamp,2019-01-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-13.0,-1.7,,356.0,89.0,31.1,277.0,121.0,precip
4964,Dismal Swamp,2019-02-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,0.9,-6.1,,536.0,135.0,35.8,483.0,122.0,precip
4965,Dismal Swamp,2019-03-01 00:00:00+00:00,CA,7360,41.99127,-120.18033,-7.3,-2.3,,846.0,241.0,35.6,859.0,113.0,precip
4966,Dodsons Meadow,2014-04-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,114.0,,precip
4967,Dodsons Meadow,2014-05-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,0.0,,precip
4968,Dodsons Meadow,2014-06-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4969,Dodsons Meadow,2014-07-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4970,Dodsons Meadow,2014-08-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4971,Dodsons Meadow,2014-09-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4972,Dodsons Meadow,2014-10-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4973,Dodsons Meadow,2014-11-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4974,Dodsons Meadow,2014-12-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4975,Dodsons Meadow,2015-01-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4976,Dodsons Meadow,2015-02-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,114.0,,precip
4977,Dodsons Meadow,2015-03-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,64.0,,precip
4978,Dodsons Meadow,2015-04-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,0.0,,precip
4979,Dodsons Meadow,2015-05-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,0.0,,precip
4980,Dodsons Meadow,2015-06-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4981,Dodsons Meadow,2015-07-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4982,Dodsons Meadow,2015-08-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4983,Dodsons Meadow,2015-09-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4984,Dodsons Meadow,2015-10-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4985,Dodsons Meadow,2015-11-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4986,Dodsons Meadow,2015-12-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4987,Dodsons Meadow,2016-01-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4988,Dodsons Meadow,2016-02-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,483.0,,precip
4989,Dodsons Meadow,2016-03-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,584.0,,precip
4990,Dodsons Meadow,2016-04-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,597.0,,precip
4991,Dodsons Meadow,2016-05-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,279.0,,precip
4992,Dodsons Meadow,2016-06-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4993,Dodsons Meadow,2016-07-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4994,Dodsons Meadow,2016-08-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4995,Dodsons Meadow,2016-09-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4996,Dodsons Meadow,2016-10-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4997,Dodsons Meadow,2016-11-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4998,Dodsons Meadow,2016-12-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
4999,Dodsons Meadow,2017-01-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5000,Dodsons Meadow,2017-02-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,940.0,,precip
5001,Dodsons Meadow,2017-03-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,1372.0,,precip
5002,Dodsons Meadow,2017-04-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,1321.0,,precip
5003,Dodsons Meadow,2017-05-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,1270.0,,precip
5004,Dodsons Meadow,2017-06-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5005,Dodsons Meadow,2017-07-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5006,Dodsons Meadow,2017-08-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5007,Dodsons Meadow,2017-09-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5008,Dodsons Meadow,2017-10-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5009,Dodsons Meadow,2017-11-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5010,Dodsons Meadow,2017-12-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5011,Dodsons Meadow,2018-01-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5012,Dodsons Meadow,2018-02-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,25.0,,precip
5013,Dodsons Meadow,2018-03-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,38.0,,precip
5014,Dodsons Meadow,2018-04-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,495.0,,precip
5015,Dodsons Meadow,2018-05-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,152.0,,precip
5016,Dodsons Meadow,2018-06-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5017,Dodsons Meadow,2018-07-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5018,Dodsons Meadow,2018-08-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5019,Dodsons Meadow,2018-09-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5020,Dodsons Meadow,2018-10-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5021,Dodsons Meadow,2018-11-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5022,Dodsons Meadow,2018-12-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5023,Dodsons Meadow,2019-01-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,,,precip
5024,Dodsons Meadow,2019-02-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,483.0,,precip
5025,Dodsons Meadow,2019-03-01 00:00:00+00:00,CA,8050,37.092,-118.958,,,,,,,1067.0,,precip
5026,Doe Ridge,2014-04-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-4.9,6.9,,67.0,,,,,precip
5027,Doe Ridge,2014-05-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,6.0,10.8,,81.0,,,,,precip
5028,Doe Ridge,2014-06-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,8.2,16.7,,85.0,,,,,precip
5029,Doe Ridge,2014-07-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,17.1,19.2,,85.0,,,,,precip
5030,Doe Ridge,2014-08-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,14.0,17.0,,121.0,,,,,precip
5031,Doe Ridge,2014-09-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,15.1,15.0,,129.0,,,,,precip
5032,Doe Ridge,2014-10-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,7.7,10.6,,0.0,,,,,precip
5033,Doe Ridge,2014-11-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-0.2,4.9,,1.0,,,,,precip
5034,Doe Ridge,2014-12-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-0.3,-0.7,,2.0,,,,,precip
5035,Doe Ridge,2015-01-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-9.8,2.1,,30.0,,,,,precip
5036,Doe Ridge,2015-02-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-2.8,4.5,,35.0,,,,,precip
5037,Doe Ridge,2015-03-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-6.5,6.1,,75.0,,,,,precip
5038,Doe Ridge,2015-04-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,1.9,6.0,,80.0,,,,,precip
5039,Doe Ridge,2015-05-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,6.4,8.5,,93.0,,,,,precip
5040,Doe Ridge,2015-06-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,12.6,17.2,,133.0,,,,,precip
5041,Doe Ridge,2015-07-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,16.1,16.3,,150.0,,,,,precip
5042,Doe Ridge,2015-08-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,15.1,18.7,,216.0,,,,,precip
5043,Doe Ridge,2015-09-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,11.6,15.5,,225.0,,,,,precip
5044,Doe Ridge,2015-10-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,13.9,9.3,,0.0,,,,,precip
5045,Doe Ridge,2015-11-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,10.6,-0.4,,20.0,,,,,precip
5046,Doe Ridge,2015-12-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-4.0,-1.7,,30.0,,,,,precip
5047,Doe Ridge,2016-01-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-13.4,-1.8,,39.0,,,,,precip
5048,Doe Ridge,2016-02-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-9.0,2.7,,81.0,,,,,precip
5049,Doe Ridge,2016-03-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,3.6,4.4,,104.0,,,,,precip
5050,Doe Ridge,2016-04-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,0.8,6.6,,124.0,,,,,precip
5051,Doe Ridge,2016-05-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,2.3,9.0,,149.0,,,,,precip
5052,Doe Ridge,2016-06-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,11.0,17.2,,185.0,,,,,precip
5053,Doe Ridge,2016-07-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,15.5,19.9,,232.0,,,,,precip
5054,Doe Ridge,2016-08-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,14.4,18.7,,235.0,,,,,precip
5055,Doe Ridge,2016-09-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,12.6,13.9,,237.0,,,,,precip
5056,Doe Ridge,2016-10-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,12.5,8.7,,0.0,,,,,precip
5057,Doe Ridge,2016-11-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,4.6,3.4,,44.0,,,,,precip
5058,Doe Ridge,2016-12-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-6.5,-0.5,,45.0,,,,,precip
5059,Doe Ridge,2017-01-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-6.2,-4.1,,80.0,,,,,precip
5060,Doe Ridge,2017-02-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-1.8,-1.0,,246.0,,,,,precip
5061,Doe Ridge,2017-03-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-9.6,2.7,,377.0,,,,,precip
5062,Doe Ridge,2017-04-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,-1.9,5.8,,392.0,,,,,precip
5063,Doe Ridge,2017-05-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,5.4,10.9,,478.0,,,,,precip
5064,Doe Ridge,2017-06-01 00:00:00+00:00,CA,7340,37.63423,-118.82643,4.5,16.8,,496.0,,,,,precip
